loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,loan_date
L402222,C100946,Home,481911.59,12.45,Closed,02-04-2025
L402223,C100624,Business,1376557.24,14.12,Active,08-01-2024
L402224,C100697,Personal,946755.8,10.33,Active,06-09-2023
L402225,C101132,Auto,3075238.52,15.18,Closed,17-01-2026
L402226,C101132,Personal,867222.4,12.67,Active,21-01-2026
L402227,C101833,Personal,346380.56,8.38,Active,05-11-2024
L402228,C103258,Home,311411.81,8.29,Active,01-07-2023
L402229,C103466,Home,780530.21,15.42,Rejected,02-06-2024
L402230,C101807,Personal,808170.01,8.64,Active,15-09-2025
L402231,C101700,Home,678261.93,12.71,Active,14-01-2025
L402232,C100866,Home,367122.66,15.24,Active,02-06-2023
L402233,C102591,Education,971357.79,13.48,Defaulted,09-04-2024
L402234,C104509,Home,420384.49,9.62,Active,13-02-2025
L402235,C103941,Personal,714329.24,8.2,Active,24-10-2024
L402236,C104106,Home,245446.79,10.02,Rejected,19-03-2024
L402237,C102358,Home,431206.77,7.22,Defaulted,23-08-2025
L402238,C102685,Personal,939733.02,13.01,Active,11-07-2025
L402239,C100265,Home,370060.3,14.07,Defaulted,20-02-2023
L402240,C101013,Auto,252876.87,11.16,Active,09-01-2024
L402241,C101230,Home,424282.27,12.13,Active,09-05-2024
L402242,C101361,Personal,678273.85,7.56,Active,12-01-2024
L402243,C103076,Education,716233.89,15.33,Active,05-07-2024
L402244,C102191,Education,952858.14,11.39,Closed,22-06-2024
L402245,C100279,Personal,1472964.97,11.77,Closed,04-09-2025
L402246,C102601,Personal,702915.24,8.38,Active,11-05-2025
L402247,C101229,Business,1846153.84,8.5,Active,23-07-2024
L402248,C100916,Personal,1535093.49,12.25,Rejected,22-03-2023
L402249,C102994,Personal,358661.22,9.66,Active,23-02-2025
L402250,C102136,Personal,1398385.19,14.55,Closed,05-01-2023
L402251,C101379,Education,162646.48,7.86,Active,05-07-2024
L402252,C101599,Education,558255.71,14.63,Closed,19-08-2023
L402253,C103114,Auto,257699.98,14,Closed,03-10-2024
L402254,C102649,Personal,797611.13,9.21,Closed,08-08-2024
L402255,C101573,Business,664704.67,7.18,Closed,11-02-2024
L402256,C103107,Home,470246.33,7.39,Closed,31-10-2024
L402257,C101988,Home,224214.83,10.85,Defaulted,23-05-2023
L402258,C100323,Business,1060301.66,11.65,Rejected,25-02-2024
L402259,C103094,Home,337569.66,13.33,Closed,19-01-2024
L402260,C101501,Auto,478406.96,15.01,Closed,28-08-2025
L402261,C104900,Education,293513.42,8.37,Closed,01-06-2025
L402262,C100775,Personal,93033.41,10.92,Closed,28-05-2024
L402263,C103688,Education,465611.3,7.52,Active,27-06-2026
L402264,C103468,Business,699558.8,14.28,Closed,11-11-2023
L402265,C101298,Auto,918068.23,8.84,Active,31-05-2026
L402266,C103575,Personal,218423.35,9.1,Active,07-10-2025
L402267,C102524,Business,1152030.81,9.07,Closed,13-05-2026
L402268,C100171,Business,546094.18,13.34,Rejected,19-07-2023
L402269,C104864,Business,449446.67,9.99,Active,21-06-2026
L402270,C101583,Auto,1475104.17,13.66,Active,28-05-2023
L402271,C101010,Auto,366900.64,9.48,Active,08-07-2024
L402272,C101700,Home,879458.26,10.35,Active,11-03-2026
L402273,C102217,Home,2646177.13,15.37,Active,25-02-2026
L402274,C101739,Education,2604131.75,9.92,Closed,20-11-2025
L402275,C104356,Personal,552310.4,14.88,Defaulted,28-03-2026
L402276,C103215,Personal,1395109.05,12.96,Closed,01-06-2023
L402277,C101370,Auto,680269.38,9.52,Rejected,29-07-2023
L402278,C100530,Auto,3076315.77,12.83,Active,01-02-2026
L402279,C104957,Home,233737.79,12.93,Active,13-09-2024
L402280,C104073,Personal,211279.78,14.1,Active,01-09-2025
L402281,C100722,Home,2149919.36,13.28,Active,26-01-2026
L402282,C100204,Business,563790.18,13.04,Rejected,18-02-2023
L402283,C104083,Personal,779131.87,13.41,Active,14-03-2026
L402284,C103775,Business,490032.34,14.24,Active,28-03-2026
L402285,C101944,Auto,906784.25,12.83,Closed,08-09-2023
L402286,C102271,Personal,579663.94,11.29,Closed,29-10-2025
L402287,C104766,Auto,381561.37,12.54,Rejected,07-02-2026
L402288,C103238,Home,263836.84,14.26,Closed,04-04-2026
L402289,C102397,Personal,648056.77,7.06,Defaulted,29-07-2023
L402290,C103209,Home,557405.71,7.37,Rejected,24-12-2023
L402291,C104481,Education,909918.86,11.33,Active,11-04-2024
L402292,C101379,Personal,681684.98,8.11,Active,23-02-2025
L402293,C103992,Personal,1030810.02,9.46,Closed,14-04-2025
L402294,C102756,Personal,667732.82,11.64,Active,23-11-2024
L402295,C104623,Personal,1146365.61,12.82,Rejected,26-12-2025
L402296,C103424,Auto,3233117.45,7.34,Active,01-09-2023
L402297,C100294,Personal,130407.72,14.65,Closed,11-11-2024
L402298,C103036,Home,370832.21,10.06,Rejected,19-09-2024
L402299,C101636,Auto,1034459.92,14.24,Active,06-11-2023
L402300,C102409,Home,795958.5,7.37,Defaulted,28-10-2025
L402301,C104803,Personal,489693.14,10.96,Closed,09-04-2024
L402302,C100700,Personal,283202.69,11.97,Active,27-08-2024
L402303,C103980,Home,510798.1,13.86,Closed,26-12-2024
L402304,C102411,Home,179921.07,12.16,Rejected,10-11-2025
L402305,C104677,Auto,484696.26,9.69,Rejected,25-02-2026
L402306,C104762,Home,678111.26,12.55,Active,19-11-2023
L402307,C100773,Auto,1172966.23,15.06,Active,27-06-2025
L402308,C103276,Home,457644.92,8.78,Defaulted,27-08-2025
L402309,C104189,Home,512439.92,13.82,Closed,06-05-2023
L402310,C101723,Auto,976027.38,11.21,Active,09-05-2025
L402311,C100294,Personal,113662,11.57,Active,01-09-2023
L402312,C100114,Education,393989.23,12.5,Active,09-12-2023
L402313,C104797,Auto,2044488.45,14.23,Active,31-05-2023
L402314,C103713,Home,434949.97,14.59,Active,16-03-2023
L402315,C101827,Personal,601985.67,13.29,Defaulted,25-12-2024
L402316,C100955,Education,457018.88,8.95,Closed,18-03-2023
L402317,C103459,Education,187681.87,13.02,Active,18-09-2024
L402318,C104889,Personal,274143.38,9.43,Rejected,05-05-2024
L402319,C102523,Auto,719188.11,14.14,Active,15-01-2026
L402320,C100730,Home,909521.96,14.06,Active,22-04-2024
L402321,C101900,Education,200608.28,12.79,Closed,23-07-2023
L402322,C103978,Personal,969632.61,11.06,Closed,12-09-2024
L402323,C102032,Personal,864867,12.69,Active,24-11-2025
L402324,C100658,Auto,324624.81,11.52,Closed,16-11-2024
L402325,C101749,Business,141559.36,8.71,Closed,13-01-2026
L402326,C104106,Auto,175509.38,12.44,Rejected,09-07-2024
L402327,C100763,Home,394782.04,12.94,Rejected,06-03-2023
L402328,C101919,Business,884644.99,7.51,Rejected,23-05-2026
L402329,C104308,Home,987307.14,14.67,Active,27-08-2025
L402330,C104762,Business,289355.55,10.05,Active,21-06-2025
L402331,C102706,Business,888809.11,9.04,Closed,04-11-2025
L402332,C100074,Personal,745143.93,11.34,Closed,20-09-2023
L402333,C102829,Home,1315437.71,7.9,Closed,16-09-2025
L402334,C100754,Business,163083.35,10.77,Closed,12-03-2025
L402335,C102046,Home,212056.49,12.23,Active,05-11-2025
L402336,C103905,Home,651687.35,9.44,Closed,15-01-2024
L402337,C102281,Business,488098.63,7.33,Active,06-08-2023
L402338,C102576,Auto,1204459.35,13.43,Rejected,09-05-2025
L402339,C100477,Home,533683.42,11.07,Active,21-12-2023
L402340,C102076,Education,400469.57,14.93,Active,15-07-2025
L402341,C103991,Personal,1338271.84,8.48,Active,03-02-2026
L402342,C101380,Education,495670.14,14.41,Closed,12-03-2026
L402343,C101800,Personal,268439.41,9.1,Closed,15-06-2025
L402344,C102653,Personal,577894.74,10.93,Active,30-01-2023
L402345,C101401,Education,1004056.02,8.97,Closed,21-01-2026
L402346,C102689,Personal,378749.45,12.03,Active,27-08-2024
L402347,C104376,Auto,568010.7,11.31,Active,26-09-2024
L402348,C104155,Home,383800.05,8.31,Active,28-06-2026
L402349,C100277,Personal,497216.55,12.79,Active,13-04-2024
L402350,C100996,Business,417287.91,13.08,Rejected,14-12-2024
L402351,C101661,Personal,1205904.22,8.89,Closed,13-04-2025
L402352,C100057,Home,1489513.85,11.87,Active,07-02-2025
L402353,C101610,Business,859792.33,13.9,Active,16-06-2024
L402354,C101871,Education,589200.3,13.86,Active,14-03-2023
L402355,C104046,Personal,1147517.34,8.45,Active,05-06-2026
L402356,C100436,Auto,1431398.1,7.37,Active,04-02-2023
L402357,C101931,Personal,637481.51,12.88,Active,19-05-2024
L402358,C103802,Personal,1082550.54,10.14,Active,11-02-2026
L402359,C101699,Business,293593.45,12.57,Rejected,10-07-2023
L402360,C101239,Business,182506.04,10.42,Closed,04-06-2024
L402361,C100461,Business,499779,15.5,Active,19-10-2025
L402362,C100488,Home,1184896.67,11.48,Rejected,16-03-2025
L402363,C100765,Personal,2795870.79,10.07,Closed,17-02-2026
L402364,C104698,Auto,882847.49,11.95,Rejected,19-11-2023
L402365,C100080,Home,1359927.65,7.77,Closed,21-10-2024
L402366,C102349,Personal,1102287.88,9.86,Rejected,05-03-2025
L402367,C102269,Home,3733038.85,13.15,Active,04-02-2026
L402368,C104674,Home,356277.9,10.88,Rejected,24-09-2024
L402369,C103061,Home,638635.24,13.31,Active,11-02-2025
L402370,C101489,Personal,348767.65,10.95,Active,02-10-2023
L402371,C103616,Personal,799978.12,13.97,Rejected,21-03-2025
L402372,C100052,Auto,320991.66,9.24,Closed,21-12-2025
L402373,C104100,Home,212498.25,7.68,Active,10-02-2024
L402374,C100423,Personal,897778.01,14.83,Defaulted,23-07-2023
L402375,C102268,Education,637237.67,13.87,Active,22-08-2025
L402376,C102511,Education,1340516.52,13.43,Active,24-06-2025
L402377,C102347,Business,641007.64,12.07,Active,04-07-2025
L402378,C101845,Home,516915.16,8.95,Active,23-06-2026
L402379,C101777,Business,68170.73,15.13,Active,20-05-2025
L402380,C104125,Auto,261664.71,12.12,Active,14-11-2025
L402381,C103730,Personal,186464.04,11.43,Closed,23-07-2024
L402382,C102700,Personal,720807.36,9.43,Active,11-11-2024
L402383,C104791,Personal,916753.79,13.36,Active,12-12-2023
L402384,C100756,Personal,596912.87,10.33,Closed,25-02-2025
L402385,C104090,Business,395691.42,9.15,Defaulted,13-06-2025
L402386,C101512,Business,830260.41,12.36,Active,22-06-2023
L402387,C102108,Personal,492537.59,8.13,Rejected,05-05-2024
L402388,C101197,Personal,324314.42,13.82,Active,09-03-2026
L402389,C100975,Personal,444670.7,11.17,Defaulted,20-02-2025
L402390,C103973,Home,1011062.01,13.25,Active,13-11-2024
L402391,C102909,Home,318141.48,9.93,Active,11-05-2026
L402392,C103421,Personal,567463.61,12.29,Rejected,23-10-2023
L402393,C101871,Home,367522.78,9.43,Active,15-07-2024
L402394,C104602,Personal,417302.03,7.44,Active,04-01-2024
L402395,C102451,Personal,272369.59,12.68,Closed,24-11-2024
L402396,C103039,Personal,873306.04,14.52,Closed,06-06-2026
L402397,C101771,Education,80047.03,11.65,Closed,20-11-2025
L402398,C101734,Home,724811.73,7.74,Closed,14-02-2024
L402399,C101157,Business,729125.05,7.82,Closed,23-10-2025
L402400,C102046,Personal,1008150.45,13.27,Closed,23-09-2023
L402401,C101868,Personal,478107.84,14.34,Active,01-05-2024
L402402,C100565,Home,464176.64,14.82,Rejected,21-02-2026
L402403,C103639,Education,1007134.87,13.2,Active,07-05-2024
L402404,C101908,Education,359843.32,10.63,Active,20-04-2023
L402405,C103992,Education,1460147.11,10.33,Active,18-02-2025
L402406,C100604,Business,457043.46,9.35,Active,04-11-2024
L402407,C104671,Auto,1089564.24,12.77,Rejected,29-11-2023
L402408,C101824,Auto,52174.95,9.72,Closed,19-04-2025
L402409,C103750,Home,1025541.6,10.06,Active,17-10-2024
L402410,C101062,Personal,944058.07,8.75,Active,16-02-2025
L402411,C100905,Home,616458.58,13.66,Closed,16-10-2024
L402412,C100434,Home,684311.58,14.81,Active,03-06-2026
L402413,C102768,Home,1484549.97,9.63,Active,19-07-2023
L402414,C102817,Education,193293.93,10.54,Active,23-12-2024
L402415,C102573,Home,423432.46,14.51,Rejected,25-01-2025
L402416,C104664,Business,240828.91,9.83,Active,18-07-2023
L402417,C101388,Personal,1903897.58,9.52,Active,28-03-2024
L402418,C104858,Home,856199.17,12.54,Rejected,05-04-2023
L402419,C103430,Home,733852.27,13.2,Closed,22-03-2026
L402420,C103693,Auto,447282.64,7.18,Active,04-10-2023
L402421,C101436,Personal,547963.69,9.43,Rejected,03-08-2023
L402422,C104734,Auto,151971.54,7.95,Active,13-01-2024
L402423,C103522,Home,276267.05,7.43,Active,26-07-2025
L402424,C102052,Personal,1289320.82,9,Defaulted,28-01-2026
L402425,C104868,Education,859403.74,7.41,Active,28-03-2023
L402426,C100447,Business,863320.34,10.57,Closed,12-01-2024
L402427,C100261,Auto,386445.43,10.76,Closed,12-07-2025
L402428,C103650,Home,673784.42,12.83,Active,15-03-2024
L402429,C104161,Personal,224658.09,14.67,Active,01-11-2024
L402430,C100806,Personal,190432.45,15.48,Active,08-09-2024
L402431,C104574,Home,676222.77,12.49,Closed,25-07-2025
L402432,C100502,Auto,402045.78,8.65,Active,02-10-2025
L402433,C102417,Business,347732.68,9.9,Rejected,30-09-2023
L402434,C101959,Personal,755253.86,13.21,Closed,23-02-2024
L402435,C101542,Business,438615.77,12.57,Active,24-06-2024
L402436,C102289,Business,519048.62,13.5,Active,18-07-2024
L402437,C100069,Education,239526.06,13.65,Active,04-08-2025
L402438,C100431,Personal,390014.79,9.31,Closed,30-09-2024
L402439,C100133,Personal,84889.51,9.82,Closed,26-11-2025
L402440,C103694,Home,1408071.58,10.37,Active,10-04-2025
L402441,C100479,Business,786559.69,11.82,Rejected,19-10-2024
L402442,C102869,Business,448326.92,8.34,Defaulted,06-08-2025
L402443,C101120,Home,1708206.63,14.89,Active,29-03-2026
L402444,C103262,Auto,404597.81,12.57,Closed,01-01-2023
L402445,C100971,Home,266945.89,8.54,Active,13-04-2024
L402446,C104941,Personal,321677.26,11.2,Closed,29-12-2025
L402447,C104444,Home,256241.52,10.94,Rejected,31-05-2024
L402448,C103590,Home,386776.72,12.38,Closed,27-04-2023
L402449,C102620,Education,246870.86,8.58,Active,20-06-2025
L402450,C103973,Business,442182.52,12.25,Closed,18-09-2024
L402451,C100702,Personal,433560.59,14.03,Defaulted,07-08-2025
L402452,C100354,Business,295650.31,9.68,Active,13-10-2024
L402453,C100000,Personal,713622.86,13.33,Closed,28-06-2025
L402454,C103364,Personal,250740.42,9.45,Active,31-05-2026
L402455,C101582,Personal,851263.71,7.03,Active,25-04-2023
L402456,C101870,Personal,1049812.9,10.91,Closed,10-11-2024
L402457,C104405,Personal,957639.99,13.13,Rejected,23-01-2025
L402458,C100622,Home,345873.68,7.64,Rejected,21-04-2023
L402459,C100515,Auto,557706.71,12.02,Rejected,22-01-2025
L402460,C104011,Home,818185.86,13.75,Active,25-06-2024
L402461,C102259,Education,610968.9,12.37,Active,15-06-2026
L402462,C102568,Home,361898.83,10.79,Active,02-02-2023
L402463,C101065,Education,1664999.21,7.04,Active,29-01-2024
L402464,C104791,Education,338264.16,12.93,Active,18-06-2025
L402465,C102437,Auto,535499.33,13.5,Closed,09-12-2025
L402466,C103412,Personal,594863.46,9.61,Rejected,13-06-2023
L402467,C102604,Personal,586180.14,11.12,Closed,08-05-2023
L402468,C101894,Personal,528098.99,10.95,Closed,10-01-2024
L402469,C100569,Personal,448925.08,8.54,Active,24-10-2025
L402470,C102842,Personal,666880.57,10.84,Rejected,20-11-2024
L402471,C100085,Personal,903568.71,14.91,Active,24-01-2024
L402472,C100421,Home,831256.93,9.97,Active,16-01-2025
L402473,C103196,Personal,733848.63,13.27,Rejected,07-05-2023
L402474,C102107,Personal,334299.9,11.21,Active,26-09-2023
L402475,C103368,Education,164391.25,8.94,Closed,15-01-2023
L402476,C102909,Personal,1479198.04,14.45,Closed,06-12-2024
L402477,C102716,Education,1312879.46,11.09,Active,15-02-2023
L402478,C101553,Business,249081.35,9.08,Rejected,29-04-2025
L402479,C104936,Home,306099.2,9.22,Closed,05-01-2025
L402480,C104727,Personal,104838.04,7.13,Closed,24-04-2026
L402481,C103873,Education,1475668.11,7.13,Active,02-06-2026
L402482,C102386,Home,913656.93,8.37,Active,16-01-2023
L402483,C103948,Education,479162.19,14.94,Active,07-08-2025
L402484,C101654,Home,383655.22,7.16,Active,07-06-2025
L402485,C101247,Education,690027.09,8.52,Closed,14-04-2025
L402486,C104807,Personal,547221.54,10.02,Rejected,12-04-2026
L402487,C100394,Home,324869.61,10.03,Defaulted,28-12-2025
L402488,C102555,Personal,1553957.64,7.7,Active,09-03-2024
L402489,C104931,Personal,586707.35,12.48,Closed,28-09-2025
L402490,C101068,Personal,1585655.51,10.88,Rejected,14-10-2023
L402491,C103277,Education,249138.13,7.54,Closed,12-08-2025
L402492,C101755,Auto,606172.8,10.99,Closed,28-03-2026
L402493,C104638,Education,382208.48,14.53,Closed,27-05-2024
L402494,C104543,Education,214196.23,7.62,Rejected,10-02-2026
L402495,C103333,Personal,627144.13,10.81,Rejected,24-08-2025
L402496,C104417,Business,461655.75,12.69,Active,16-12-2024
L402497,C104946,Auto,1645262.5,13.22,Active,14-08-2023
L402498,C101871,Auto,858340.9,13.74,Closed,02-01-2025
L402499,C104209,Education,116396.19,10.97,Rejected,03-08-2025
L402500,C101859,Auto,669459.01,12.55,Active,11-07-2024
L402501,C102666,Auto,125736.75,7.76,Closed,03-01-2023
L402502,C100174,Home,403651.12,11.83,Active,06-06-2023
L402503,C103516,Personal,831773,10.82,Active,25-08-2025
L402504,C102554,Business,962111.3,11.53,Rejected,18-07-2023
L402505,C100484,Education,1457207.54,11.32,Closed,12-11-2025
L402506,C104696,Education,899146.54,12.05,Active,02-04-2025
L402507,C100043,Personal,329854.3,14.24,Active,23-10-2024
L402508,C103375,Home,104802.14,12.13,Active,26-06-2023
L402509,C103879,Business,357365.14,8.8,Closed,18-04-2026
L402510,C100596,Business,199352.07,11.16,Active,23-05-2025
L402511,C103873,Personal,946133.34,13.57,Active,03-12-2023
L402512,C100906,Personal,613604.09,11.26,Closed,24-02-2025
L402513,C104211,Home,881338.13,13.76,Active,26-11-2025
L402514,C100791,Auto,681087.49,11.7,Active,27-02-2025
L402515,C102673,Auto,189791.76,14.54,Defaulted,04-12-2025
L402516,C102867,Business,159384.86,9.54,Closed,27-03-2026
L402517,C102701,Auto,1079684.23,11.15,Defaulted,20-04-2024
L402518,C104434,Home,1055024.07,9.52,Active,27-04-2024
L402519,C102934,Personal,1015200.34,8.97,Closed,28-08-2023
L402520,C103925,Business,1031950.32,7.39,Closed,09-05-2026
L402521,C102824,Personal,1132845.05,7.54,Closed,17-09-2025
L402522,C103364,Personal,1129647.78,11.03,Active,22-04-2025
L402523,C102331,Personal,338580.37,11.4,Rejected,27-07-2024
L402524,C100333,Personal,774626.01,14.75,Rejected,13-04-2026
L402525,C102195,Education,195590.31,14.57,Active,24-01-2025
L402526,C102539,Auto,779374.32,10.8,Rejected,16-07-2023
L402527,C104276,Home,826502.9,9.37,Active,21-02-2026
L402528,C101761,Personal,685546.81,14.63,Closed,04-06-2026
L402529,C104184,Personal,428006.23,11.35,Closed,16-09-2024
L402530,C102454,Business,1597131.97,13.57,Closed,27-01-2026
L402531,C100359,Personal,559959.1,11.86,Rejected,04-06-2024
L402532,C102639,Personal,643016.28,9.12,Rejected,22-09-2023
L402533,C100791,Education,378769.41,9.31,Active,02-11-2025
L402534,C100336,Personal,947395.86,10.77,Rejected,23-04-2024
L402535,C104808,Home,331622.64,11.1,Closed,16-07-2023
L402536,C101842,Personal,787180.3,7.08,Closed,04-09-2025
L402537,C100931,Personal,422179.44,7.82,Active,15-04-2026
L402538,C104325,Auto,287054.93,7.41,Closed,10-12-2023
L402539,C103655,Personal,728119.46,15.24,Rejected,13-02-2023
L402540,C104010,Home,881117.54,12.2,Active,11-05-2024
L402541,C103444,Personal,669276.23,15.11,Closed,07-04-2026
L402542,C104448,Business,664199.06,8.07,Defaulted,27-08-2023
L402543,C101432,Auto,467968.5,11.2,Closed,06-12-2024
L402544,C104414,Home,836514.65,11.23,Active,13-09-2023
L402545,C101641,Education,776423.77,12.98,Closed,03-11-2023
L402546,C103491,Personal,344364.11,9.14,Active,02-05-2023
L402547,C101424,Home,180698.79,12.38,Active,27-03-2026
L402548,C100176,Home,613780.79,9.25,Closed,14-10-2024
L402549,C100033,Business,992250.05,9.91,Rejected,03-03-2024
L402550,C104198,Personal,179591.08,11.67,Closed,08-01-2026
L402551,C101231,Home,262201.03,7.7,Closed,29-06-2024
L402552,C102184,Business,143668.6,11.5,Active,17-09-2023
L402553,C103657,Auto,155685.03,12.45,Rejected,30-03-2023
L402554,C101459,Home,89950.05,14.58,Closed,16-02-2024
L402555,C102460,Personal,128262.56,9.15,Rejected,22-04-2025
L402556,C102935,Personal,465673.3,9.82,Active,26-11-2025
L402557,C104848,Business,319159.42,7.29,Defaulted,17-09-2025
L402558,C102606,Home,309994.78,14.77,Closed,30-03-2024
L402559,C104759,Education,392620.7,9.88,Closed,06-07-2025
L402560,C103852,Personal,391494.41,15.08,Closed,07-01-2025
L402561,C100848,Home,90603.75,10.5,Defaulted,23-10-2023
L402562,C100703,Auto,764057.16,10.94,Closed,12-06-2026
L402563,C104617,Education,359020.57,9.61,Active,28-01-2024
L402564,C101240,Education,694771.27,7.01,Closed,04-04-2024
L402565,C102299,Auto,1020280.8,12.84,Rejected,02-08-2025
L402566,C104141,Education,673161.41,7.4,Active,24-12-2024
L402567,C101469,Business,400193.92,9.19,Rejected,31-10-2025
L402568,C102070,Business,319968,7.23,Active,19-11-2023
L402569,C100085,Auto,2973416.59,15.17,Closed,14-03-2023
L402570,C103519,Auto,1574870.44,9.23,Closed,22-03-2026
L402571,C103673,Auto,646139.5,8.25,Rejected,05-03-2024
L402572,C101328,Home,126104.79,7.84,Active,16-12-2023
L402573,C101903,Home,273916.3,13.36,Active,11-01-2023
L402574,C102877,Home,310079.03,10.75,Closed,08-10-2023
L402575,C102042,Personal,227303.23,15.27,Closed,03-11-2024
L402576,C101446,Auto,564429,10.65,Active,27-06-2025
L402577,C100982,Auto,557197.45,12.16,Defaulted,20-11-2025
L402578,C103204,Home,1002986.38,15.31,Closed,19-06-2024
L402579,C102246,Personal,241844.49,11.37,Rejected,29-10-2023
L402580,C102876,Business,207128.23,12.37,Closed,07-02-2025
L402581,C100738,Personal,258029.06,10.25,Active,10-10-2024
L402582,C102720,Business,375580.56,12,Rejected,09-02-2024
L402583,C100494,Home,271855.28,14.29,Closed,31-03-2024
L402584,C104079,Personal,141521.76,11.46,Defaulted,20-08-2024
L402585,C104798,Auto,784271.24,11.73,Active,21-06-2023
L402586,C101197,Auto,558258.04,15.28,Closed,30-03-2023
L402587,C100920,Home,364276.76,10,Active,19-02-2026
L402588,C100687,Home,738679.44,9.34,Active,15-03-2025
L402589,C100297,Personal,564892.74,14.76,Defaulted,08-10-2023
L402590,C100537,Personal,95538.42,8.26,Closed,06-06-2025
L402591,C102027,Auto,1405366.61,12.81,Active,28-02-2024
L402592,C100701,Business,699564.99,14.21,Active,12-05-2023
L402593,C104566,Personal,287403.88,15.44,Active,07-09-2024
L402594,C100486,Education,585743.86,8.9,Closed,07-09-2024
L402595,C100736,Auto,700237.29,10.95,Active,18-05-2024
L402596,C101072,Home,716309.02,12,Closed,17-01-2025
L402597,C102375,Personal,678077.1,12.65,Closed,23-06-2023
L402598,C101034,Personal,2380947.24,8.26,Active,26-08-2024
L402599,C100917,Home,369474.76,8.68,Active,01-01-2024
L402600,C103500,Personal,368733.24,7.18,Closed,29-04-2023
L402601,C104001,Personal,382573.26,10.5,Active,22-03-2026
L402602,C102843,Personal,276917.68,12.96,Closed,02-04-2023
L402603,C100000,Auto,401652.7,9.78,Active,10-10-2025
L402604,C104387,Business,92090.4,14.17,Active,21-06-2025
L402605,C104642,Personal,295149.21,9.05,Active,29-05-2025
L402606,C102604,Home,507640.21,13.7,Closed,27-12-2025
L402607,C100323,Home,743742.96,10.88,Rejected,24-03-2023
L402608,C101397,Business,2386986.8,14.91,Active,01-08-2023
L402609,C100867,Personal,448957.91,13.64,Active,13-04-2024
L402610,C101540,Personal,257045.38,12.23,Closed,28-06-2024
L402611,C103256,Personal,580546.33,10.72,Active,09-03-2024
L402612,C103682,Home,222183.62,15.09,Rejected,20-03-2023
L402613,C103246,Education,403348.19,15.27,Closed,04-10-2024
L402614,C100898,Personal,592523.72,7.15,Active,04-02-2025
L402615,C103687,Business,610086.47,10.73,Active,01-03-2024
L402616,C100837,Education,137330.35,8.47,Rejected,23-01-2023
L402617,C100071,Personal,430220.68,8,Active,05-02-2026
L402618,C102188,Business,817988.49,7.95,Active,29-08-2025
L402619,C102895,Home,263750.54,8.14,Closed,02-06-2024
L402620,C104037,Home,256380.35,9.21,Closed,25-08-2025
L402621,C103229,Personal,443428.66,11.15,Closed,15-09-2023
L402622,C101142,Auto,472741.99,7.08,Closed,18-02-2024
L402623,C101828,Personal,716993.81,9.99,Defaulted,09-07-2025
L402624,C102662,Home,803691.62,11.05,Rejected,24-02-2024
L402625,C100446,Personal,970329.93,8.05,Active,15-09-2023
L402626,C104303,Home,1339096.71,15.11,Closed,13-11-2025
L402627,C103932,Auto,256326.72,8.44,Active,23-01-2026
L402628,C103096,Home,381788.69,15,Closed,27-07-2023
L402629,C103243,Personal,4619301.38,9.9,Active,06-10-2024
L402630,C104971,Personal,789137.66,9.63,Rejected,13-11-2024
L402631,C101799,Auto,198942.87,13.91,Active,26-05-2025
L402632,C104702,Education,435959.71,12.4,Active,07-03-2023
L402633,C100951,Education,238748.5,10.04,Defaulted,16-03-2026
L402634,C100504,Business,552748.82,12.08,Active,12-01-2023
L402635,C101648,Home,325600.22,10.94,Active,01-11-2025
L402636,C102658,Business,230836.26,10.74,Active,17-02-2023
L402637,C104026,Auto,211543.03,12.46,Closed,27-11-2023
L402638,C100465,Personal,114677.29,8.25,Active,18-05-2023
L402639,C100075,Home,440077.74,11.44,Closed,10-01-2024
L402640,C102808,Business,522729.37,8.86,Active,11-11-2025
L402641,C102840,Business,567363.58,12.87,Active,29-11-2024
L402642,C104532,Education,355136.63,11.81,Active,20-03-2023
L402643,C101914,Auto,524712.22,14.06,Closed,12-07-2025
L402644,C103275,Home,412687.14,8.51,Active,03-10-2025
L402645,C102076,Education,2313253.42,10.8,Closed,23-11-2025
L402646,C100027,Business,823101.32,9.34,Active,14-09-2025
L402647,C103073,Home,1141744.14,14.45,Active,18-05-2026
L402648,C102032,Business,568327.99,11.39,Rejected,08-09-2025
L402649,C100318,Personal,988087.11,13.14,Rejected,14-05-2026
L402650,C101664,Auto,1060593.93,14.85,Active,08-12-2024
L402651,C101880,Home,571700.08,10.51,Closed,25-07-2024
L402652,C103664,Home,721076.47,7.57,Active,03-07-2024
L402653,C104785,Personal,423116.42,13.12,Rejected,18-04-2026
L402654,C100309,Personal,701828.61,14.12,Closed,18-08-2025
L402655,C103544,Education,111139.82,7.42,Active,28-11-2023
L402656,C101328,Auto,185580.5,13.43,Rejected,29-12-2025
L402657,C100649,Auto,201549.6,8.66,Defaulted,09-06-2026
L402658,C103582,Business,269199.73,14.39,Active,17-07-2025
L402659,C102354,Home,249326.09,9,Rejected,20-06-2023
L402660,C103568,Home,288631.03,12.3,Rejected,07-05-2025
L402661,C101019,Personal,451683.03,14.33,Active,10-06-2025
L402662,C100652,Home,277898.7,14.1,Closed,24-07-2025
L402663,C101871,Home,2760171.76,9.94,Active,29-01-2024
L402664,C104553,Personal,1197444.39,12.8,Closed,28-02-2026
L402665,C103471,Personal,886864.56,10.46,Active,03-06-2023
