complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP501550,C102137,19-04-2026,App/Internet Banking,4,3
CP501551,C102619,19-01-2025,App/Internet Banking,8,5
CP501552,C101635,22-05-2026,Fraud/Security,3,4
CP501553,C103453,20-02-2025,Service,2,4
CP501554,C104652,03-04-2025,App/Internet Banking,8,5
CP501555,C100137,18-03-2026,Service,11,2
CP501556,C103406,21-06-2026,Transaction Issue,9,4
CP501557,C100041,26-01-2025,Service,5,3
CP501558,C102851,30-01-2026,Card Issue,4,5
CP501559,C100003,25-01-2025,Service,6,4
CP501560,C104206,18-07-2025,Loan Issue,3,4
CP501561,C103510,13-03-2025,App/Internet Banking,8,2
CP501562,C102413,25-01-2026,Service,14,5
CP501563,C104240,08-01-2025,App/Internet Banking,8,4
CP501564,C104930,20-04-2025,Service,2,4
CP501565,C100122,09-02-2025,Transaction Issue,14,5
CP501566,C101529,10-06-2025,Fraud/Security,11,4
CP501567,C103596,26-01-2025,Card Issue,13,4
CP501568,C100668,28-05-2026,App/Internet Banking,3,3
CP501569,C102232,08-03-2025,Service,3,4
CP501570,C103541,06-09-2025,Service,1,4
CP501571,C103594,01-06-2025,Service,5,2
CP501572,C100997,28-04-2026,App/Internet Banking,10,3
CP501573,C101590,04-01-2025,App/Internet Banking,10,2
CP501574,C103146,13-04-2025,Card Issue,6,4
CP501575,C102166,27-01-2026,Loan Issue,4,5
CP501576,C101862,27-02-2026,App/Internet Banking,11,4
CP501577,C101461,26-03-2026,Fraud/Security,8,3
CP501578,C100610,10-02-2026,Card Issue,9,3
CP501579,C100261,21-01-2025,Transaction Issue,3,3
CP501580,C103118,30-03-2025,Transaction Issue,3,2
CP501581,C100125,04-06-2026,App/Internet Banking,3,4
CP501582,C101460,21-11-2025,Card Issue,12,4
CP501583,C102277,02-03-2025,Loan Issue,2,5
CP501584,C104849,10-03-2026,App/Internet Banking,10,3
CP501585,C104721,23-03-2026,Fraud/Security,12,4
CP501586,C100431,28-09-2025,Service,13,5
CP501587,C103554,10-06-2026,App/Internet Banking,12,5
CP501588,C101313,23-12-2025,App/Internet Banking,2,4
CP501589,C104737,27-05-2025,Card Issue,4,4
CP501590,C101688,02-11-2025,Loan Issue,8,4
CP501591,C101974,23-12-2025,App/Internet Banking,8,4
CP501592,C103166,30-04-2025,Transaction Issue,4,4
CP501593,C101763,09-06-2025,Service,12,2
CP501594,C103251,21-02-2026,Card Issue,11,5
CP501595,C100469,09-07-2025,Loan Issue,2,4
CP501596,C101662,16-04-2025,Transaction Issue,13,3
CP501597,C103874,16-10-2025,Transaction Issue,12,3
CP501598,C102574,19-01-2026,Card Issue,6,5
CP501599,C101009,16-07-2025,Loan Issue,10,1
CP501600,C103677,25-03-2025,Loan Issue,11,4
CP501601,C101410,10-03-2025,Loan Issue,5,1
CP501602,C104005,17-06-2026,App/Internet Banking,7,5
CP501603,C102296,05-05-2025,Fraud/Security,14,5
CP501604,C101063,28-01-2026,Card Issue,15,4
CP501605,C103404,19-05-2026,Card Issue,9,4
CP501606,C102362,29-12-2025,Transaction Issue,10,4
CP501607,C102429,27-12-2025,Transaction Issue,2,4
CP501608,C104469,05-04-2026,App/Internet Banking,3,4
CP501609,C103009,24-02-2025,Transaction Issue,7,3
CP501610,C102692,04-01-2026,Fraud/Security,11,3
CP501611,C103298,14-09-2025,Card Issue,15,3
CP501612,C104144,16-06-2025,Fraud/Security,14,5
CP501613,C103750,22-08-2025,Card Issue,15,5
CP501614,C101249,28-09-2025,Transaction Issue,10,4
CP501615,C104835,01-06-2025,Fraud/Security,12,5
CP501616,C104177,28-04-2025,App/Internet Banking,12,5
CP501617,C102910,14-09-2025,Fraud/Security,6,1
CP501618,C101835,15-07-2025,App/Internet Banking,8,4
CP501619,C103722,23-04-2026,Transaction Issue,7,3
CP501620,C103982,23-02-2026,Transaction Issue,4,5
CP501621,C100946,15-12-2025,Loan Issue,1,2
CP501622,C101486,21-05-2026,Card Issue,2,1
CP501623,C100378,31-01-2026,Transaction Issue,15,4
CP501624,C101943,11-02-2025,Fraud/Security,4,4
CP501625,C100866,18-04-2025,Card Issue,8,5
CP501626,C102105,15-11-2025,Transaction Issue,13,3
CP501627,C101136,19-08-2025,Card Issue,11,1
CP501628,C100412,12-10-2025,Fraud/Security,7,1
CP501629,C102932,11-08-2025,Loan Issue,8,4
CP501630,C103447,19-06-2026,App/Internet Banking,7,5
CP501631,C101632,04-06-2025,Service,6,4
CP501632,C104476,20-02-2026,Loan Issue,8,1
CP501633,C101048,17-08-2025,Card Issue,14,4
CP501634,C104705,16-06-2025,Loan Issue,12,3
CP501635,C102417,13-04-2025,Service,10,3
CP501636,C103201,02-09-2025,App/Internet Banking,4,3
CP501637,C103815,22-10-2025,Transaction Issue,13,5
CP501638,C103911,02-12-2025,Card Issue,12,3
CP501639,C100333,19-06-2025,Card Issue,4,5
CP501640,C102240,26-03-2026,Card Issue,1,4
CP501641,C104097,11-02-2026,Card Issue,15,5
CP501642,C104398,26-08-2025,Card Issue,6,4
CP501643,C104849,11-04-2025,App/Internet Banking,4,3
CP501644,C102638,09-02-2026,Loan Issue,7,5
CP501645,C102068,30-11-2025,App/Internet Banking,15,5
CP501646,C104266,13-08-2025,App/Internet Banking,6,1
CP501647,C102177,13-04-2026,App/Internet Banking,4,3
CP501648,C101569,29-08-2025,Card Issue,6,5
CP501649,C104332,28-05-2026,Card Issue,10,4
CP501650,C101024,11-01-2026,Service,7,2
CP501651,C103668,19-07-2025,Service,8,4
CP501652,C103120,27-07-2025,App/Internet Banking,14,1
CP501653,C103689,30-03-2025,Fraud/Security,3,2
CP501654,C102353,17-07-2025,Transaction Issue,3,5
CP501655,C104268,05-01-2026,Transaction Issue,7,2
CP501656,C101609,08-09-2025,Card Issue,4,5
CP501657,C103200,13-09-2025,Loan Issue,10,5
CP501658,C101397,07-03-2026,Service,8,4
CP501659,C102049,18-05-2025,Card Issue,10,5
CP501660,C102445,26-07-2025,App/Internet Banking,14,5
CP501661,C100819,20-01-2026,Loan Issue,4,1
CP501662,C104787,04-03-2025,Transaction Issue,7,2
CP501663,C101237,30-12-2025,Loan Issue,8,3
CP501664,C100615,14-02-2025,App/Internet Banking,8,4
CP501665,C103578,05-01-2026,Transaction Issue,13,1
CP501666,C102177,30-03-2025,Loan Issue,5,4
CP501667,C102514,14-04-2026,Service,15,1
CP501668,C100156,12-12-2025,Service,13,4
CP501669,C102944,27-05-2025,Card Issue,9,5
CP501670,C102115,21-03-2025,Service,7,3
CP501671,C104002,04-05-2026,Loan Issue,13,3
CP501672,C102228,14-09-2025,Card Issue,2,2
CP501673,C101903,05-09-2025,Transaction Issue,7,5
CP501674,C100348,14-01-2025,App/Internet Banking,3,4
CP501675,C102727,11-06-2025,Service,7,4
CP501676,C100281,23-07-2025,Loan Issue,2,3
CP501677,C103787,25-08-2025,Service,13,2
CP501678,C102269,28-11-2025,Service,14,2
CP501679,C103656,28-12-2025,Card Issue,12,5
CP501680,C104184,16-10-2025,Card Issue,3,1
CP501681,C104651,17-01-2026,Fraud/Security,10,4
CP501682,C100510,16-04-2025,Transaction Issue,3,2
CP501683,C104760,02-03-2026,Loan Issue,13,4
CP501684,C104673,22-02-2026,Card Issue,1,4
CP501685,C103225,07-06-2025,Card Issue,14,5
CP501686,C104099,19-09-2025,Transaction Issue,8,5
CP501687,C103001,31-05-2026,Card Issue,1,3
CP501688,C104580,07-05-2026,App/Internet Banking,3,5
CP501689,C104269,07-06-2025,Service,5,4
CP501690,C104560,13-08-2025,Transaction Issue,11,5
CP501691,C100043,29-01-2025,App/Internet Banking,4,4
CP501692,C100911,08-07-2025,Service,6,5
CP501693,C101347,20-03-2026,Service,7,4
CP501694,C104312,30-09-2025,Loan Issue,8,5
CP501695,C100111,17-05-2025,App/Internet Banking,10,5
CP501696,C104895,05-03-2025,Loan Issue,13,5
CP501697,C100537,24-01-2026,App/Internet Banking,15,5
CP501698,C102116,30-05-2025,Card Issue,3,4
CP501699,C101823,04-10-2025,Service,10,5
CP501700,C102195,18-01-2025,Transaction Issue,4,1
CP501701,C104101,29-04-2026,App/Internet Banking,1,3
CP501702,C101496,05-09-2025,Transaction Issue,12,5
CP501703,C101466,22-11-2025,Transaction Issue,4,3
CP501704,C101282,13-03-2026,App/Internet Banking,3,2
CP501705,C101168,13-05-2026,Transaction Issue,10,4
CP501706,C104546,17-12-2025,App/Internet Banking,7,5
CP501707,C103333,13-02-2025,Loan Issue,7,5
CP501708,C102815,02-09-2025,Transaction Issue,1,4
CP501709,C103659,26-06-2026,Transaction Issue,11,4
CP501710,C104236,24-03-2026,App/Internet Banking,13,2
CP501711,C102249,20-03-2025,Service,15,3
CP501712,C104762,28-02-2025,Transaction Issue,10,5
CP501713,C104225,19-02-2025,Transaction Issue,1,1
CP501714,C104522,19-01-2026,Transaction Issue,14,4
CP501715,C100003,12-01-2025,Card Issue,10,4
CP501716,C104385,27-03-2025,Card Issue,15,3
CP501717,C103016,29-05-2026,Loan Issue,7,5
CP501718,C101333,29-03-2025,Transaction Issue,12,2
CP501719,C100040,28-07-2025,Transaction Issue,2,2
CP501720,C100560,15-09-2025,Card Issue,5,4
CP501721,C101262,30-01-2026,Card Issue,12,4
CP501722,C101032,18-02-2025,Card Issue,13,3
CP501723,C101402,20-11-2025,Transaction Issue,10,3
CP501724,C104274,15-05-2025,Loan Issue,12,3
CP501725,C102947,05-05-2026,Transaction Issue,10,3
CP501726,C101842,23-09-2025,Card Issue,14,5
CP501727,C103228,11-03-2025,Fraud/Security,7,4
CP501728,C101289,17-05-2026,Service,5,4
CP501729,C102851,02-09-2025,Fraud/Security,7,4
CP501730,C102259,11-05-2026,Transaction Issue,1,3
CP501731,C101029,24-12-2025,App/Internet Banking,11,2
CP501732,C104281,11-01-2026,Loan Issue,7,4
CP501733,C104055,24-06-2025,App/Internet Banking,13,3
CP501734,C103884,24-06-2025,Loan Issue,6,1
CP501735,C101603,06-04-2026,App/Internet Banking,14,4
CP501736,C102683,20-02-2026,Transaction Issue,3,5
CP501737,C101228,30-03-2026,App/Internet Banking,7,1
CP501738,C100613,12-11-2025,App/Internet Banking,14,2
CP501739,C101466,12-05-2026,Service,14,3
CP501740,C104609,29-03-2026,Transaction Issue,8,3
CP501741,C104061,18-03-2026,Loan Issue,8,3
CP501742,C103386,12-07-2025,Transaction Issue,11,5
CP501743,C103651,05-09-2025,Service,7,4
CP501744,C102874,13-05-2026,App/Internet Banking,6,4
CP501745,C102592,04-04-2025,Fraud/Security,7,2
CP501746,C104690,23-01-2026,Card Issue,3,4
CP501747,C104719,16-01-2025,Service,12,5
CP501748,C103748,26-01-2025,App/Internet Banking,12,5
CP501749,C101711,10-11-2025,Service,9,3
CP501750,C104387,02-03-2025,Card Issue,8,3
CP501751,C101677,30-04-2026,App/Internet Banking,4,2
CP501752,C102346,25-05-2025,Fraud/Security,11,5
CP501753,C104580,11-02-2025,Fraud/Security,5,5
CP501754,C102672,29-08-2025,Service,12,5
CP501755,C101128,04-08-2025,Card Issue,1,2
CP501756,C103062,07-02-2026,Loan Issue,8,1
CP501757,C103894,08-03-2025,Card Issue,12,4
CP501758,C100173,22-09-2025,Card Issue,5,3
CP501759,C100453,30-01-2026,Transaction Issue,6,2
CP501760,C103312,15-08-2025,Transaction Issue,6,4
CP501761,C104706,09-03-2026,App/Internet Banking,14,2
CP501762,C102150,21-11-2025,Service,10,4
CP501763,C102531,30-01-2025,Loan Issue,12,2
CP501764,C102094,24-03-2025,Card Issue,15,5
CP501765,C101503,16-06-2026,App/Internet Banking,8,4
CP501766,C103354,04-05-2025,Fraud/Security,3,5
CP501767,C101742,30-05-2025,App/Internet Banking,3,5
CP501768,C102736,27-02-2026,Fraud/Security,12,5
CP501769,C103809,28-01-2025,Loan Issue,10,3
CP501770,C101561,20-04-2025,App/Internet Banking,14,5
CP501771,C101757,22-03-2025,Transaction Issue,6,5
CP501772,C101793,01-02-2025,Card Issue,8,1
CP501773,C104463,01-03-2025,Card Issue,9,5
CP501774,C100276,16-06-2025,Card Issue,7,4
CP501775,C100261,02-03-2025,Service,3,5
CP501776,C102583,07-02-2025,Loan Issue,6,4
CP501777,C102361,05-01-2025,Transaction Issue,8,5
CP501778,C104210,25-04-2025,Service,2,4
CP501779,C102630,15-05-2025,Card Issue,2,4
CP501780,C100677,27-10-2025,Transaction Issue,10,4
CP501781,C101261,09-05-2025,Transaction Issue,1,5
CP501782,C102778,01-06-2025,App/Internet Banking,6,2
CP501783,C101884,05-11-2025,Card Issue,10,5
CP501784,C100305,05-05-2025,Card Issue,2,4
CP501785,C101666,15-05-2025,Loan Issue,12,4
CP501786,C102955,31-07-2025,App/Internet Banking,15,4
CP501787,C102456,09-08-2025,Service,4,1
CP501788,C104470,26-06-2025,Transaction Issue,12,3
CP501789,C102270,21-03-2025,App/Internet Banking,6,2
CP501790,C103283,04-06-2026,Service,10,5
CP501791,C103219,02-07-2025,Transaction Issue,4,3
CP501792,C103188,29-06-2026,Service,4,2
CP501793,C102811,01-01-2025,App/Internet Banking,4,5
CP501794,C104119,08-02-2026,Service,6,3
CP501795,C101787,30-06-2026,Card Issue,1,1
CP501796,C102854,09-09-2025,App/Internet Banking,3,5
CP501797,C101644,29-05-2026,Fraud/Security,14,4
CP501798,C100059,07-10-2025,Loan Issue,6,4
CP501799,C104854,27-12-2025,App/Internet Banking,11,4
CP501800,C101436,11-09-2025,Service,14,1
CP501801,C100793,24-07-2025,Service,11,4
CP501802,C100745,24-01-2026,Transaction Issue,12,2
CP501803,C104172,07-09-2025,Transaction Issue,7,4
CP501804,C101308,20-04-2026,Loan Issue,15,5
CP501805,C103496,15-04-2026,App/Internet Banking,1,4
CP501806,C103851,28-03-2025,Service,8,1
CP501807,C101164,03-08-2025,Transaction Issue,7,4
CP501808,C103856,12-11-2025,App/Internet Banking,5,1
CP501809,C100929,17-01-2025,App/Internet Banking,4,4
CP501810,C101923,03-02-2025,Card Issue,6,5
CP501811,C103624,06-04-2026,Card Issue,11,4
CP501812,C102528,25-08-2025,Loan Issue,15,2
CP501813,C102344,08-09-2025,Service,2,4
CP501814,C101886,23-06-2026,Card Issue,1,4
CP501815,C102977,31-03-2025,App/Internet Banking,3,2
CP501816,C101028,01-09-2025,Transaction Issue,1,2
CP501817,C102677,26-01-2026,App/Internet Banking,7,3
CP501818,C100583,30-12-2025,Fraud/Security,9,4
CP501819,C100873,23-10-2025,Transaction Issue,14,4
CP501820,C100248,17-10-2025,Service,5,4
CP501821,C104719,05-07-2025,Loan Issue,12,4
CP501822,C100402,23-03-2026,Transaction Issue,4,2
CP501823,C100471,08-07-2025,App/Internet Banking,6,2
CP501824,C101578,30-05-2025,Service,3,4
CP501825,C104610,23-04-2026,Card Issue,1,4
CP501826,C103124,03-01-2025,Card Issue,4,2
CP501827,C101770,17-12-2025,Card Issue,1,4
CP501828,C103584,14-05-2025,Service,5,4
CP501829,C102037,20-06-2026,Loan Issue,12,4
CP501830,C102038,25-07-2025,Fraud/Security,5,5
CP501831,C104716,30-07-2025,App/Internet Banking,10,4
CP501832,C100920,02-12-2025,Transaction Issue,12,4
CP501833,C103004,08-01-2025,Transaction Issue,12,5
CP501834,C103482,04-06-2025,Service,7,5
CP501835,C102189,15-02-2026,App/Internet Banking,10,5
CP501836,C104090,23-12-2025,Card Issue,4,1
CP501837,C103323,20-05-2026,Transaction Issue,12,4
CP501838,C104272,03-12-2025,Card Issue,11,3
CP501839,C104618,05-06-2026,Card Issue,2,2
CP501840,C102504,01-06-2025,App/Internet Banking,4,4
CP501841,C102712,29-01-2026,Transaction Issue,2,4
CP501842,C102189,02-12-2025,Loan Issue,8,5
CP501843,C102528,28-02-2025,App/Internet Banking,12,4
CP501844,C101006,26-12-2025,Card Issue,5,5
CP501845,C103302,04-05-2026,Card Issue,7,3
CP501846,C104844,30-08-2025,Loan Issue,5,4
CP501847,C100585,13-10-2025,Card Issue,8,4
CP501848,C101943,16-02-2026,Transaction Issue,9,4
CP501849,C103567,03-12-2025,Fraud/Security,6,3
CP501850,C102161,31-07-2025,App/Internet Banking,10,4
CP501851,C102598,03-02-2025,Loan Issue,1,4
CP501852,C102897,01-11-2025,App/Internet Banking,10,4
CP501853,C103591,03-11-2025,Service,15,3
CP501854,C100763,13-08-2025,Transaction Issue,15,3
CP501855,C100836,26-03-2026,Transaction Issue,6,3
CP501856,C100387,30-06-2026,Card Issue,9,3
CP501857,C103534,16-12-2025,Transaction Issue,14,3
CP501858,C104046,14-03-2025,Transaction Issue,7,4
CP501859,C102215,30-11-2025,Loan Issue,10,4
CP501860,C101758,08-09-2025,Transaction Issue,4,4
CP501861,C100393,02-05-2025,Service,1,5
CP501862,C100836,12-08-2025,App/Internet Banking,7,4
CP501863,C103028,11-11-2025,Card Issue,11,4
CP501864,C103727,26-04-2025,Transaction Issue,13,5
CP501865,C104025,06-10-2025,Transaction Issue,13,3
CP501866,C103674,15-05-2026,Service,8,5
CP501867,C100469,31-01-2025,Service,2,4
CP501868,C100126,27-11-2025,App/Internet Banking,13,3
CP501869,C103149,17-03-2026,Fraud/Security,8,3
CP501870,C102612,21-06-2025,Transaction Issue,6,3
CP501871,C104471,07-06-2025,App/Internet Banking,2,4
CP501872,C103214,14-05-2026,Card Issue,12,4
CP501873,C101878,20-10-2025,Card Issue,4,4
CP501874,C100568,25-10-2025,Service,9,3
CP501875,C100795,06-10-2025,Transaction Issue,14,2
CP501876,C101218,03-04-2026,App/Internet Banking,6,5
CP501877,C102712,18-01-2026,App/Internet Banking,13,4
CP501878,C101649,22-04-2026,Loan Issue,10,3
CP501879,C100100,11-10-2025,Loan Issue,13,5
CP501880,C103928,15-10-2025,Loan Issue,8,2
CP501881,C100093,15-08-2025,Card Issue,4,4
CP501882,C102127,19-06-2026,Card Issue,8,4
CP501883,C100455,31-07-2025,Card Issue,11,5
CP501884,C103777,16-04-2026,Transaction Issue,14,4
CP501885,C100855,21-02-2025,App/Internet Banking,10,5
CP501886,C100403,24-01-2025,App/Internet Banking,1,3
CP501887,C103956,29-10-2025,Card Issue,9,4
CP501888,C101044,26-05-2025,App/Internet Banking,4,3
CP501889,C103462,23-03-2026,App/Internet Banking,2,5
CP501890,C103170,28-11-2025,App/Internet Banking,4,5
CP501891,C100111,20-06-2025,Loan Issue,13,4
CP501892,C101531,18-06-2026,Transaction Issue,7,1
CP501893,C103685,14-11-2025,Card Issue,1,3
CP501894,C104253,04-02-2026,Service,15,4
CP501895,C104013,13-06-2025,Fraud/Security,15,4
CP501896,C100514,20-12-2025,App/Internet Banking,9,4
CP501897,C102059,22-11-2025,Service,11,4
CP501898,C103525,31-03-2026,Loan Issue,8,5
CP501899,C104694,10-07-2025,Transaction Issue,7,2
CP501900,C100555,20-06-2025,Card Issue,2,2
CP501901,C103567,19-04-2025,App/Internet Banking,6,3
CP501902,C102276,31-05-2025,App/Internet Banking,5,2
CP501903,C100596,31-03-2025,Service,12,5
CP501904,C100244,29-01-2026,Card Issue,8,3
CP501905,C103341,03-09-2025,App/Internet Banking,13,5
CP501906,C101247,30-03-2025,Card Issue,4,4
CP501907,C103563,11-07-2025,App/Internet Banking,6,4
CP501908,C100980,09-04-2025,Loan Issue,13,4
CP501909,C102227,03-08-2025,Service,4,5
CP501910,C100708,28-07-2025,Transaction Issue,11,4
CP501911,C101751,30-05-2025,Card Issue,10,4
CP501912,C100095,20-05-2026,Loan Issue,8,5
CP501913,C102463,25-01-2025,Loan Issue,10,4
CP501914,C101589,20-06-2026,App/Internet Banking,6,4
CP501915,C100163,23-06-2026,Transaction Issue,11,3
CP501916,C103360,23-05-2026,App/Internet Banking,9,4
CP501917,C101753,26-12-2025,Service,6,1
CP501918,C102385,13-05-2025,Card Issue,8,4
CP501919,C103670,25-07-2025,App/Internet Banking,7,4
CP501920,C102875,05-03-2026,Card Issue,3,1
CP501921,C102601,07-08-2025,Loan Issue,13,4
CP501922,C102744,01-05-2026,Card Issue,10,3
CP501923,C103792,30-08-2025,Transaction Issue,10,3
CP501924,C100266,26-06-2026,Card Issue,5,3
CP501925,C104542,13-04-2026,Card Issue,11,4
CP501926,C103083,27-05-2026,Service,2,5
CP501927,C101914,29-04-2025,App/Internet Banking,8,4
CP501928,C101513,24-08-2025,Transaction Issue,11,1
CP501929,C104250,03-06-2026,App/Internet Banking,12,4
CP501930,C100584,02-06-2026,Service,12,5
CP501931,C101509,27-07-2025,Card Issue,1,2
CP501932,C102726,12-05-2025,App/Internet Banking,12,3
CP501933,C103589,26-09-2025,Service,5,5
CP501934,C104174,27-02-2025,App/Internet Banking,13,3
CP501935,C103761,25-09-2025,Transaction Issue,10,4
CP501936,C103082,25-01-2026,Service,4,4
CP501937,C101776,22-01-2026,App/Internet Banking,13,2
CP501938,C102644,14-06-2026,Loan Issue,15,3
CP501939,C103723,08-04-2025,Loan Issue,1,2
CP501940,C103409,12-03-2025,Card Issue,15,4
CP501941,C102703,20-01-2026,Transaction Issue,1,2
CP501942,C102387,03-01-2026,Loan Issue,4,4
CP501943,C100195,19-02-2025,Transaction Issue,6,3
CP501944,C103321,08-05-2026,Transaction Issue,7,4
CP501945,C102218,26-04-2026,Service,8,3
CP501946,C101445,13-01-2026,Loan Issue,5,5
CP501947,C102578,05-01-2026,Card Issue,12,5
CP501948,C100230,29-03-2025,App/Internet Banking,2,4
CP501949,C104667,20-05-2025,Card Issue,7,4
CP501950,C100053,01-11-2025,Loan Issue,4,5
CP501951,C104007,03-10-2025,App/Internet Banking,7,4
CP501952,C100668,24-07-2025,Card Issue,13,4
CP501953,C104930,08-03-2026,Service,8,1
CP501954,C102423,30-05-2026,Transaction Issue,2,5
CP501955,C103281,13-06-2025,Service,7,5
CP501956,C104625,23-01-2026,Transaction Issue,10,4
CP501957,C101781,10-09-2025,Loan Issue,12,5
CP501958,C101406,29-11-2025,Fraud/Security,13,3
CP501959,C103229,29-01-2026,App/Internet Banking,7,3
CP501960,C103283,16-07-2025,Card Issue,14,3
CP501961,C101580,22-09-2025,App/Internet Banking,8,4
CP501962,C104120,08-02-2025,Transaction Issue,2,2
CP501963,C101984,18-06-2026,App/Internet Banking,1,4
CP501964,C100823,17-01-2025,Loan Issue,4,2
CP501965,C101750,30-01-2025,Transaction Issue,5,2
CP501966,C101921,04-08-2025,Transaction Issue,15,5
CP501967,C102628,27-01-2025,Service,9,5
CP501968,C103379,17-01-2025,Service,15,2
CP501969,C101251,04-07-2025,Loan Issue,1,4
CP501970,C100317,03-01-2025,Card Issue,13,2
